article_id,title,cluster_description,cluster_id
108027,Two new classes of quantum MDS codes,Selfdual Cyclic Codes and LCD Theory,34
165391,From Dataset Recycling to Multi-Property Extraction and Beyond,Document-Level Information Extraction,188
19173,CSI-Net: Unified Human Body Characterization and Pose Recognition,3D Human and Hand Pose Estimation,30
278359,Wikipedia Vandal Early Detection: from User Behavior to User Embedding,Web Archive and Wikipedia Data,151
111911,An Information-Theoretic Efficient Capacity Region for Multi-User Interference Channel,Entropy Measures and Information Theory,145
262624,CGCV:Context Guided Correlation Volume for Optical Flow Neural Networks,Deep Learning for Flow Estimation,324
160931,Deep Convolutional Neural Networks for predicting highest priority functional group in organic molecules,Molecular Property Prediction for Drug Design,159
208258,Reinforcement Learning based Cyberattack Model for Adaptive Traffic Signal Controller in Connected Transportation Systems,Intelligent Traffic Signal Control,416
168468,Evaluating Text Style Transfer Evaluation: Are There Any Reliable Metrics?,Controlled Natural Language Generation,354
264717,TaCo: Textual Attribute Recognition via Contrastive Learning,Scene Text Recognition,205
98250,Mean square stability conditions for platoons with lossy inter-vehicle communication channels,Connected Vehicle Platooning in Mixed Traffic,149
298960,Reconfiguring Hybrid Systems Using SAT,Formal Models of Self-Adaptation,396
205171,FC$^2$N: Fully Channel-Concatenated Network for Single Image Super-Resolution,Image and Video Super-Resolution Restoration,58
91237,Teachable Reality: Prototyping Tangible Augmented Reality with Everyday Objects by Leveraging Interactive Machine Teaching,Immersive Technologies for Visual Impairment,32
115736,Polymorphism Crystal Structure Prediction with Adaptive Space Group Diversity Control,Computational Materials Potentials,203
3780,DR-VNet: Retinal Vessel Segmentation via Dense Residual UNet,Retinal Imaging for Ocular Diseases,102
272891,Mixed Precision of Quantization of Transformer Language Models for Speech Recognition,Quantization for Large Language Models,423
60738,HardcoreLogic: Challenging Large Reasoning Models with Long-tail Logic Puzzle Games,Chain-of-Thought Reasoning Models,163
143268,A Local-Search Algorithm for Steiner Forest,Fully Dynamic Graph Algorithms,166
129548,T-Retriever: Tree-based Hierarchical Retrieval Augmented Generation for Textual Graphs,Retrieval-Augmented Generation Systems,64
117738,Deep Learning for Cross-Domain Few-Shot Visual Recognition: A Survey,Model-Agnostic Meta-Learning for Few-Shot Tasks,415
106669,R^2AG: Incorporating Retrieval Information into Retrieval Augmented Generation,Retrieval-Augmented Generation Systems,64
201976,Levels of Automation for a Mobile Robot Teleoperated by a Caregiver,Human-Robot Collaboration Systems,420
256424,Federated Learning Challenges and Opportunities: An Outlook,Privacy in Federated Learning Systems,339
27478,QoS Aware Robot Trajectory Optimization with IRS-Assisted Millimeter-Wave Communications,Reconfigurable Intelligent Surfaces,62
58235,MCIE: Multimodal LLM-Driven Complex Instruction Image Editing with Spatial Guidance,Text-Guided Image Synthesis and Editing,76
161074,New quantum codes from dual-containing cyclic codes over finite rings,Selfdual Cyclic Codes and LCD Theory,34
273157,How do you Command an Army of Intelligent Things?,Agentic Multiagent Systems,425
181975,On the optimality of target-data-dependent kernel greedy interpolation in Sobolev Reproducing Kernel Hilbert Spaces,Kernel Regression Methods,192
238336,Towards Faithful Industrial RAG: A Reinforced Co-adaptation Framework for Advertising QA,Retrieval-Augmented Generation Systems,64
214731,Analysis of Droughts and Their Intensities in California from 2000 to 2020,Agricultural Data Analytics and Ontology Design,412
150366,Asymptotic self-similar blow-up profile for three-dimensional axisymmetric Euler equations using neural networks,Physics-Informed Neural Networks,135
65884,MemoRec: A Recommender System for Assisting Modelers in Specifying Metamodels,Recommender Systems and Collaborative Filtering,16
95698,Prompt-aligned Gradient for Prompt Tuning,Vision-Language Prompting Methods,374
608,On kernel methods for covariates that are rankings,Kernel Regression Methods,192
91117,On the Security of Some Compact Keys for McEliece Scheme,Selfdual Cyclic Codes and LCD Theory,34
20428,A Survey of Location Prediction on Twitter,Urban Mobility and Smartphone Data,189
122797,Training Chain-of-Thought via Latent-Variable Inference,Chain-of-Thought Reasoning Models,163
274600,Online Service Migration in Mobile Edge with Incomplete System Information: A Deep Recurrent Actor-Critic Learning Approach,Mobile Edge Computing Offloading,143
89320,Inspecting Maude Variants with GLINTS,Automated Theorem Proving and Logic,157
65055,Continual Prototype Evolution: Learning Online from Non-Stationary Data Streams,Continual and Incremental Learning,42
138186,Detecting and Summarizing Emergent Events in Microblogs and Social Media Streams by Dynamic Centralities,Social Media Misinformation and Political News,2
244523,Ordered GNN: Ordering Message Passing to Deal with Heterophily and Over-smoothing,Graph Neural Networks for Node Analysis,4
93712,Behavior Change in Response to Subreddit Bans and External Events,Hate Speech and Abusive Language Detection,209
171998,Reinforcement Learning in Switching Non-Stationary Markov Decision Processes: Algorithms and Convergence Analysis,Reinforcement Learning Theory and Algorithms,35
205338,Generalized Optimistic Methods for Convex-Concave Saddle Point Problems,Online Convex Optimization and Regret Minimization,216
274030,GM-PLL: Graph Matching based Partial Label Learning,Active and Partial Label Learning,138
231530,Robotic Applications of Pre-Trained Vision-Language Models to Various Recognition Behaviors,Vision-Language Pretraining Models,237
19314,Propose-and-Attend Single Shot Detector,Object Detection and Feature Pyramid Networks,180
288356,Geometric Network Creation Games,Game Theory and Nash Equilibria,15
9350,Maximum Expected Hitting Cost of a Markov Decision Process and Informativeness of Rewards,Reinforcement Learning Theory and Algorithms,35
175950,Optimal Sparse Survival Trees,Ensemble Tree Methods,110
295801,Semi-supervised GAN for Classification of Multispectral Imagery Acquired by UAVs,Crop Plant Pathology and Agriculture,97
8441,Towards Better Dermoscopic Image Feature Representation Learning for Melanoma Classification,Dermoscopic Analysis of Skin Lesions,241
77938,Soft Video Multicasting Using Adaptive Compressed Sensing,Compressed Sensing and Sparse Signal Recovery,127
241210,Open-Vocabulary Semantic Parsing with both Distributional Statistics and Formal Knowledge,Knowledge Base Question Answering,460
284903,Hybrid Trilinear and Bilinear Programming for Aligning Partially Overlapping Point Sets,Multi-View Point Cloud Registration,201
56336,Predicting Mechanical Properties from Microstructure Images in Fiber-reinforced Polymers using Convolutional Neural Networks,Microstructure-Informed Material Design,243
271026,On the optimality of Shapley mechanism for funding public excludable goods under Sybil strategies,Shapley Values in Data Valuation,279
70893,A Survey on Inference Optimization Techniques for Mixture of Experts Models,Mixture of Experts Architectures,168
11373,Guarding a Subspace in High-Dimensional Space with Two Defenders and One Attacker,Subspace Analysis and Geometry,476
105348,Articulated Hand Pose Estimation Review,3D Human and Hand Pose Estimation,30
180016,SRDCNN: Strongly Regularized Deep Convolution Neural Network Architecture for Time-series Sensor Signal Classification Tasks,Time Series Forecasting and Classification,80
137365,Topic modelling discourse dynamics in historical newspapers,Topic Modeling Algorithms,162
168512,Stochastic k-Server: How Should Uber Work?,On-Demand Transit and Mobility,94
260625,Hierarchical Multi-Agent Multi-Armed Bandit for Resource Allocation in Multi-LEO Satellite Constellation Networks,LEO Satellite Constellations and Orbits,340
282316,Exploring the Cookieverse: A Multi-Perspective Analysis of Web Cookies,Web Privacy and Fingerprinting Techniques,199
17255,OneClock to Rule Them All: Using Time in Networked Applications,Concurrent Memory and Replicated Data Consistency,362
2713,A Novel Framework for Modeling and Mitigating Distributed Link Flooding Attacks,IoT Intrusion Detection and DDoS Attacks,31
272176,Minimizing Crossings in Constrained Two-Sided Circular Graph Layouts,Planar Graph Theory and Drawings,176
185996,PointCleanNet: Learning to Denoise and Remove Outliers from Dense Point Clouds,3D Point Cloud Processing and Analysis,66
216054,Self-support topology optimization considering distortion for metal additive manufacturing,Microstructure-Informed Material Design,243
240142,Elitism in Mathematics and Inequality,Bibliometric Journal Science,25
54008,Distinguishing Cell Phenotype Using Cell Epigenotype,Molecular Property Prediction for Drug Design,159
231642,Stochastic Coordinate Minimization with Progressive Precision for Stochastic Convex Optimization,Online Convex Optimization and Regret Minimization,216
269280,ChainGuard: A Blockchain-based Authentication and Access Control Scheme for Distributed Networks,Blockchain and Smart Contract Transactions,3
145805,Yuen's Criticisms on Security of Quantum Key Distribution and Onward,Quantum Cryptography and Key Distribution,44
140087,Zoom Out-and-In Network with Map Attention Decision for Region Proposal and Object Detection,Object Detection and Feature Pyramid Networks,180
48772,PaintHuman: Towards High-fidelity Text-to-3D Human Texturing via Denoised Score Distillation,Human Avatar Modeling and Animation,468
177529,A note on dual demodulator continuous transmission frequency modulation technique,Radio Propagation Localization Mapping,458
291054,FG-CXR: A Radiologist-Aligned Gaze Dataset for Enhancing Interpretability in Chest X-Ray Report Generation,Chest X-ray Radiology Report Generation,153
296447,BlockDrop: Dynamic Inference Paths in Residual Networks,Residual Networks for Image Classification,278
113916,Unsupervised Feature Learning for Environmental Sound Classification Using Weighted Cycle-Consistent Generative Adversarial Network,Acoustic Sound Event Detection,123
234395,3-D Trajectory Optimization for Robust Direction Sensing in Movable Antenna Systems,Integrated Sensing and Communication Systems,361
152599,flowengineR: A Modular and Extensible Framework for Fair and Reproducible Workflow Design in R,Reproducible and FAIR Science,332
9870,An adaptive and fully automatic method for estimating the 3D position of bendable instruments using endoscopic images,Endoscopic Surgical Phase Recognition,74
291439,Unmasking and Quantifying Racial Bias of Large Language Models in Medical Report Generation,Algorithmic Fairness and Bias Detection,36
47866,Robust Facial Landmark Detection under Significant Head Poses and Occlusion,Facial Expression Recognition using Action Units,169
279266,Harmonic Grammar in a DisCo Model of Meaning,Neurosymbolic AI and Reasoning,390
285609,CFLight: Enhancing Safety with Traffic Signal Control through Counterfactual Learning,Intelligent Traffic Signal Control,416
282527,Correspondence Matters for Video Referring Expression Comprehension,Referring Expression Grounding and Comprehension,485
197202,"Don't Decay the Learning Rate, Increase the Batch Size",Optimization Algorithms for Machine Learning,13
274306,Large-Scale Meta-Learning with Continual Trajectory Shifting,Model-Agnostic Meta-Learning for Few-Shot Tasks,415
42033,Support Vector Machines and Generalisation in HEP,Support Vector Machines Theory,283
186385,Non-Myopic Target Tracking Strategies for State-Dependent Noise,Multiobject Tracking and Data Association,233
32934,OpenTAD: A Unified Framework and Comprehensive Study of Temporal Action Detection,Video Action Detection,69
295790,"iPregel: Vertex-centric programmability vs memory efficiency and performance, why choose?",Graph Query Processing and Optimization,281
243965,DER Allocation and Line Repair Scheduling for Storm-induced Failures in Distribution Networks,Grid Integration of Renewable Energy Storage,1
186998,On the Complexity of the Cayley Semigroup Membership Problem,Constraint Satisfaction and Algebra,287
105769,Evaluating the Indistinguishability of Logic Locking using K-Cut Enumeration and Boolean Matching,Hardware Trojan Detection and Security,463
